68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 
5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 
80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 
22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 
45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 
19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 
70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 
11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 
52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 
66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 
60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 
39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 
36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 
20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 
51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 
8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 
55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 
63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 
3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 
13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 
28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 
32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 
27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 
